,Point-of-Sale_ID,week,Units
40010,200,2016-10-17,843.0
7881,40,2016-10-17,1993.0
49658,248,2016-10-17,1649.0
41618,208,2016-10-17,2392.0
23126,116,2016-10-17,1743.0
29960,150,2016-10-17,1827.0
81818,408,2016-10-17,2200.0
73577,367,2016-10-17,4251.0
69959,349,2016-10-17,1986.0
66542,332,2016-10-17,872.0
11499,58,2016-10-17,2623.0
39407,197,2016-10-17,1571.0
10896,55,2016-10-17,1631.0
40613,203,2016-10-17,1282.0
24131,121,2016-10-17,1412.0
30161,151,2016-10-17,3332.0
66140,330,2016-10-17,1533.0
54080,270,2016-10-17,2104.0
22523,113,2016-10-17,2424.0
76793,383,2016-10-17,5045.0
49256,246,2016-10-17,1241.0
48050,240,2016-10-17,2622.0
37196,186,2016-10-17,1269.0
53879,269,2016-10-17,2353.0
9891,50,2016-10-17,2596.0
80210,400,2016-10-17,1724.0
65537,327,2016-10-17,2417.0
26141,131,2016-10-17,3319.0
62723,313,2016-10-17,1039.0
18534,93,2016-10-17,2056.0
16725,84,2016-10-17,2110.0
25136,126,2016-10-17,2429.0
44633,223,2016-10-17,2039.0
14112,71,2016-10-17,3560.0
78803,393,2016-10-17,3139.0
34181,171,2016-10-17,1281.0
846,5,2016-10-17,1963.0
51266,256,2016-10-17,2175.0
64934,324,2016-10-17,3148.0
40211,201,2016-10-17,2909.0
2253,12,2016-10-17,2125.0
35990,180,2016-10-17,3520.0
20312,102,2016-10-17,3357.0
76994,384,2016-10-17,1481.0
32774,164,2016-10-17,1408.0
81416,406,2016-10-17,2309.0
25940,130,2016-10-17,2516.0
52271,261,2016-10-17,1663.0
33377,167,2016-10-17,642.0
46241,231,2016-10-17,3204.0
9690,49,2016-10-17,4111.0
36392,182,2016-10-17,2654.0
70763,353,2016-10-17,1831.0
40814,204,2016-10-17,2188.0
56291,281,2016-10-17,1598.0
4665,24,2016-10-17,3737.0
52874,264,2016-10-17,2316.0
60110,300,2016-10-17,1595.0
72371,361,2016-10-17,2503.0
74381,371,2016-10-17,1433.0
23729,119,2016-10-17,2563.0
20513,103,2016-10-17,5675.0
27950,140,2016-10-17,2951.0
76391,381,2016-10-17,1786.0
74582,372,2016-10-17,1914.0
77798,388,2016-10-17,3815.0
21518,108,2016-10-17,1617.0
68351,341,2016-10-17,1993.0
33578,168,2016-10-17,2015.0
57698,288,2016-10-17,3644.0
57899,289,2016-10-17,2724.0
70964,354,2016-10-17,1427.0
62120,310,2016-10-17,908.0
26342,132,2016-10-17,2169.0
10092,51,2016-10-17,2134.0
15117,76,2016-10-17,1794.0
15921,80,2016-10-17,4024.0
5067,26,2016-10-17,2351.0
42824,214,2016-10-17,1467.0
53276,266,2016-10-17,2008.0
59507,297,2016-10-17,3092.0
61115,305,2016-10-17,1643.0
43025,215,2016-10-17,3641.0
21116,106,2016-10-17,3860.0
1650,9,2016-10-17,2283.0
73175,365,2016-10-17,715.0
60713,303,2016-10-17,1621.0
37397,187,2016-10-17,926.0
13710,69,2016-10-17,3130.0
49055,245,2016-10-17,2389.0
34382,172,2016-10-17,2611.0
47447,237,2016-10-17,700.0
28151,141,2016-10-17,1904.0
69356,346,2016-10-17,2585.0
38000,190,2016-10-17,1922.0
47648,238,2016-10-17,2846.0
13911,70,2016-10-17,1252.0
35588,178,2016-10-17,826.0
17328,87,2016-10-17,2858.0
22121,111,2016-10-17,3149.0
63728,318,2016-10-17,1367.0
41417,207,2016-10-17,3003.0
81617,407,2016-10-17,3490.0
45236,226,2016-10-17,2337.0
41216,206,2016-10-17,2427.0
72170,360,2016-10-17,4642.0
43427,217,2016-10-17,2602.0
28352,142,2016-10-17,2006.0
22925,115,2016-10-17,3068.0
36593,183,2016-10-17,1210.0
19709,99,2016-10-17,2581.0
2454,13,2016-10-17,3193.0
18333,92,2016-10-17,5646.0
82220,410,2016-10-17,4649.0
78200,390,2016-10-17,2900.0
3861,20,2016-10-17,1333.0
73979,369,2016-10-17,1292.0
21920,110,2016-10-17,2636.0
11901,60,2016-10-17,3886.0
24935,125,2016-10-17,2577.0
19508,98,2016-10-17,1709.0
40412,202,2016-10-17,1571.0
9288,47,2016-10-17,1273.0
80813,403,2016-10-17,1341.0
65939,329,2016-10-17,3434.0
5871,30,2016-10-17,3052.0
56693,283,2016-10-17,3602.0
38402,192,2016-10-17,2372.0
60512,302,2016-10-17,1956.0
54281,271,2016-10-17,2394.0
63326,316,2016-10-17,1243.0
12303,62,2016-10-17,4335.0
20714,104,2016-10-17,2140.0
71366,356,2016-10-17,4202.0
44231,221,2016-10-17,626.0
7077,36,2016-10-17,1963.0
41015,205,2016-10-17,1639.0
42,1,2016-10-17,2829.0
645,4,2016-10-17,3840.0
2856,15,2016-10-17,2515.0
39809,199,2016-10-17,1618.0
66743,333,2016-10-17,3552.0
64532,322,2016-10-17,2428.0
72974,364,2016-10-17,2109.0
5469,28,2016-10-17,1480.0
56894,284,2016-10-17,2547.0
51467,257,2016-10-17,3595.0
55889,279,2016-10-17,2229.0
8283,42,2016-10-17,4786.0
12705,64,2016-10-17,3515.0
81014,404,2016-10-17,3977.0
31970,160,2016-10-17,1713.0
34583,173,2016-10-17,1549.0
27749,139,2016-10-17,2475.0
31166,156,2016-10-17,1996.0
36191,181,2016-10-17,2243.0
11700,59,2016-10-17,3073.0
4062,21,2016-10-17,2052.0
80009,399,2016-10-17,3686.0
10695,54,2016-10-17,2403.0
4263,22,2016-10-17,3018.0
46040,230,2016-10-17,1308.0
59909,299,2016-10-17,2549.0
50060,250,2016-10-17,3332.0
25739,129,2016-10-17,1408.0
47246,236,2016-10-17,1587.0
12504,63,2016-10-17,2840.0
16926,85,2016-10-17,2433.0
57296,286,2016-10-17,1976.0
15318,77,2016-10-17,2629.0
15519,78,2016-10-17,5745.0
48653,243,2016-10-17,428.0
45839,229,2016-10-17,1378.0
61718,308,2016-10-17,1868.0
75989,379,2016-10-17,2026.0
34784,174,2016-10-17,1139.0
7278,37,2016-10-17,4964.0
42623,213,2016-10-17,1957.0
46844,234,2016-10-17,940.0
39005,195,2016-10-17,1552.0
51065,255,2016-10-17,1915.0
31769,159,2016-10-17,2374.0
58502,292,2016-10-17,7441.0
29558,148,2016-10-17,2519.0
56090,280,2016-10-17,5891.0
26543,133,2016-10-17,2485.0
34985,175,2016-10-17,1764.0
51668,258,2016-10-17,1880.0
28955,145,2016-10-17,1212.0
38804,194,2016-10-17,2924.0
14916,75,2016-10-17,2338.0
33980,170,2016-10-17,1599.0
69557,347,2016-10-17,4560.0
22322,112,2016-10-17,3268.0
6474,33,2016-10-17,1534.0
70361,351,2016-10-17,2876.0
73778,368,2016-10-17,2468.0
53678,268,2016-10-17,3674.0
60311,301,2016-10-17,1568.0
75587,377,2016-10-17,1733.0
79205,395,2016-10-17,1265.0
6273,32,2016-10-17,3174.0
29357,147,2016-10-17,2321.0
68552,342,2016-10-17,3124.0
20915,105,2016-10-17,991.0
79808,398,2016-10-17,3333.0
30965,155,2016-10-17,1245.0
56492,282,2016-10-17,4749.0
39206,196,2016-10-17,4065.0
68150,340,2016-10-17,2187.0
57497,287,2016-10-17,3829.0
1047,6,2016-10-17,1966.0
77597,387,2016-10-17,3625.0
3057,16,2016-10-17,3341.0
18736,94,2016-10-24,1081.0
60513,302,2016-10-24,2168.0
44031,220,2016-10-24,964.0
59307,296,2016-10-24,3634.0
69960,349,2016-10-24,1986.0
64935,324,2016-10-24,3086.0
47448,237,2016-10-24,706.0
13510,68,2016-10-24,1525.0
80010,399,2016-10-24,3616.0
22122,111,2016-10-24,3095.0
44634,223,2016-10-24,2000.0
244,2,2016-10-24,1752.0
46041,230,2016-10-24,1246.0
10696,54,2016-10-24,2122.0
6274,32,2016-10-24,2963.0
67347,336,2016-10-24,1245.0
56493,282,2016-10-24,4722.0
6475,33,2016-10-24,1578.0
32976,165,2016-10-24,1604.0
32574,163,2016-10-24,2187.0
11902,60,2016-10-24,3593.0
34785,174,2016-10-24,1140.0
23328,117,2016-10-24,3561.0
82221,410,2016-10-24,4603.0
50463,252,2016-10-24,4389.0
19710,99,2016-10-24,2176.0
41418,207,2016-10-24,2693.0
13912,70,2016-10-24,1146.0
65940,329,2016-10-24,3385.0
5470,28,2016-10-24,1419.0
27147,136,2016-10-24,3527.0
15520,78,2016-10-24,5149.0
62724,313,2016-10-24,1081.0
19911,100,2016-10-24,3772.0
39609,198,2016-10-24,1528.0
80211,400,2016-10-24,1706.0
33378,167,2016-10-24,480.0
65136,325,2016-10-24,2567.0
73779,368,2016-10-24,2391.0
14515,73,2016-10-24,3616.0
73578,367,2016-10-24,4100.0
20313,102,2016-10-24,3256.0
847,5,2016-10-24,1851.0
17932,90,2016-10-24,1873.0
37398,187,2016-10-24,1056.0
18937,95,2016-10-24,2088.0
33579,168,2016-10-24,1996.0
34584,173,2016-10-24,1496.0
45639,228,2016-10-24,1483.0
44835,224,2016-10-24,1130.0
43629,218,2016-10-24,2231.0
53076,265,2016-10-24,1721.0
49056,245,2016-10-24,2359.0
13309,67,2016-10-24,2304.0
72573,362,2016-10-24,4156.0
66141,330,2016-10-24,1407.0
16525,83,2016-10-24,1655.0
7681,39,2016-10-24,1375.0
38001,190,2016-10-24,1867.0
12103,61,2016-10-24,2761.0
65739,328,2016-10-24,1509.0
49659,248,2016-10-24,1320.0
46845,234,2016-10-24,1029.0
3058,16,2016-10-24,3107.0
14113,71,2016-10-24,3418.0
3259,17,2016-10-24,3235.0
14314,72,2016-10-24,5091.0
11701,59,2016-10-24,2977.0
30966,155,2016-10-24,1192.0
39207,196,2016-10-24,4108.0
79809,398,2016-10-24,3323.0
34986,175,2016-10-24,1650.0
26745,134,2016-10-24,1153.0
10495,53,2016-10-24,2040.0
50061,250,2016-10-24,2806.0
64734,323,2016-10-24,3007.0
59910,299,2016-10-24,2416.0
51669,258,2016-10-24,1686.0
20112,101,2016-10-24,1805.0
61518,307,2016-10-24,826.0
48654,243,2016-10-24,453.0
9892,50,2016-10-24,2368.0
64131,320,2016-10-24,694.0
50262,251,2016-10-24,3351.0
445,3,2016-10-24,2933.0
2053,11,2016-10-24,2644.0
24735,124,2016-10-24,1136.0
61920,309,2016-10-24,1217.0
66543,332,2016-10-24,981.0
75588,377,2016-10-24,1637.0
69357,346,2016-10-24,2639.0
25539,128,2016-10-24,2212.0
70563,352,2016-10-24,1669.0
56091,280,2016-10-24,5963.0
73377,366,2016-10-24,767.0
40614,203,2016-10-24,1238.0
15922,80,2016-10-24,3991.0
18133,91,2016-10-24,840.0
66945,334,2016-10-24,2793.0
29358,147,2016-10-24,2279.0
33981,170,2016-10-24,1540.0
39408,197,2016-10-24,1503.0
5872,30,2016-10-24,2923.0
31971,160,2016-10-24,1626.0
55890,279,2016-10-24,2038.0
55689,278,2016-10-24,2770.0
41217,206,2016-10-24,2433.0
80814,403,2016-10-24,1254.0
66744,333,2016-10-24,3453.0
23529,118,2016-10-24,2649.0
76191,380,2016-10-24,2243.0
52071,260,2016-10-24,4186.0
72975,364,2016-10-24,2108.0
28554,143,2016-10-24,1595.0
38403,192,2016-10-24,2641.0
43,1,2016-10-24,3089.0
37197,186,2016-10-24,1403.0
8485,43,2016-10-24,2296.0
63729,318,2016-10-24,1501.0
29157,146,2016-10-24,2522.0
4264,22,2016-10-24,3024.0
26544,133,2016-10-24,2279.0
24936,125,2016-10-24,2669.0
3862,20,2016-10-24,1356.0
81015,404,2016-10-24,4087.0
8083,41,2016-10-24,3274.0
78201,390,2016-10-24,2779.0
46443,232,2016-10-24,2553.0
49458,247,2016-10-24,894.0
72171,360,2016-10-24,4327.0
41820,209,2016-10-24,3849.0
35589,178,2016-10-24,602.0
6877,35,2016-10-24,1898.0
18334,92,2016-10-24,5314.0
26142,131,2016-10-24,3121.0
12505,63,2016-10-24,2614.0
63126,315,2016-10-24,1274.0
71970,359,2016-10-24,5057.0
52272,261,2016-10-24,1792.0
79608,397,2016-10-24,1614.0
32775,164,2016-10-24,1173.0
40815,204,2016-10-24,2045.0
9691,49,2016-10-24,3581.0
72372,361,2016-10-24,2448.0
56292,281,2016-10-24,1555.0
25941,130,2016-10-24,2350.0
78603,392,2016-10-24,3334.0
57900,289,2016-10-24,2716.0
7882,40,2016-10-24,1795.0
26946,135,2016-10-24,2770.0
59508,297,2016-10-24,3383.0
66342,331,2016-10-24,2062.0
19308,97,2016-10-24,1106.0
80613,402,2016-10-24,1590.0
56694,283,2016-10-24,3402.0
31167,156,2016-10-24,1860.0
8284,42,2016-10-24,4545.0
38805,194,2016-10-24,3195.0
43428,217,2016-10-24,2522.0
55287,276,2016-10-24,3442.0
7078,36,2016-10-24,1879.0
52473,262,2016-10-24,1411.0
81216,405,2016-10-24,3251.0
40212,201,2016-10-24,2845.0
12907,65,2016-10-24,3411.0
59106,295,2016-10-24,1419.0
41619,208,2016-10-24,2237.0
1651,9,2016-10-24,2204.0
73980,369,2016-10-24,1266.0
15721,79,2016-10-24,3161.0
58905,294,2016-10-24,1637.0
2254,12,2016-10-24,1975.0
30765,154,2016-10-24,1165.0
75387,376,2016-10-24,1088.0
16324,82,2016-10-24,1850.0
35790,179,2016-10-24,1452.0
31368,157,2016-10-24,760.0
11098,56,2016-10-24,3314.0
34383,172,2016-10-24,2442.0
55488,277,2016-10-24,3522.0
26343,132,2016-10-24,2096.0
82020,409,2016-10-24,2093.0
62925,314,2016-10-24,2171.0
4867,25,2016-10-24,1859.0
49860,249,2016-10-24,2131.0
42021,210,2016-10-24,3573.0
59709,298,2016-10-24,1247.0
48051,240,2016-10-24,2458.0
18535,93,2016-10-24,2011.0
36996,185,2016-10-24,3166.0
34182,171,2016-10-24,1442.0
45438,227,2016-10-24,1616.0
77196,385,2016-10-24,1730.0
20514,103,2016-10-24,5545.0
57699,288,2016-10-24,3689.0
76995,384,2016-10-24,1447.0
39006,195,2016-10-24,1555.0
67146,335,2016-10-24,1596.0
5671,29,2016-10-24,2323.0
74181,370,2016-10-24,1275.0
60915,304,2016-10-24,3064.0
75186,375,2016-10-24,780.0
53277,266,2016-10-24,1940.0
76392,381,2016-10-24,1899.0
61116,305,2016-10-24,1713.0
62523,312,2016-10-24,2056.0
1450,8,2016-10-24,3669.0
67950,339,2016-10-24,2170.0
42624,213,2016-10-24,1971.0
29559,148,2016-10-24,2591.0
58302,291,2016-10-24,1684.0
4465,23,2016-10-24,1732.0
19509,98,2016-10-24,1538.0
53478,267,2016-10-24,1782.0
31770,159,2016-10-24,2342.0
27348,137,2016-10-24,2214.0
11500,58,2016-10-24,2356.0
47850,239,2016-10-24,2015.0
53880,269,2016-10-24,2358.0
10294,52,2016-10-24,2803.0
56895,284,2016-10-24,2470.0
28755,144,2016-10-24,1932.0
1852,10,2016-10-24,1171.0
76593,382,2016-10-24,2398.0
8887,45,2016-10-24,2507.0
15319,77,2016-10-24,2611.0
6676,34,2016-10-24,1733.0
14716,74,2016-10-24,2784.0
25740,129,2016-10-24,1327.0
12706,64,2016-10-24,3258.0
47247,236,2016-10-24,1522.0
70965,354,2016-10-24,1415.0
11299,57,2016-10-24,4047.0
65337,326,2016-10-24,1463.0
51066,255,2016-10-24,1792.0
63528,317,2016-10-24,1137.0
21318,107,2016-10-24,2761.0
67548,337,2016-10-24,1149.0
45840,229,2016-10-24,1390.0
63327,316,2016-10-24,1388.0
6073,31,2016-10-24,1507.0
29760,149,2016-10-24,2229.0
71367,356,2016-10-24,4195.0
22524,113,2016-10-24,2520.0
19138,96,2016-10-24,1228.0
36795,184,2016-10-24,2313.0
7480,38,2016-10-24,1454.0
39810,199,2016-10-24,1545.0
45237,226,2016-10-24,2337.0
23127,116,2016-10-24,1662.0
81819,408,2016-10-24,2006.0
78804,393,2016-10-24,3058.0
15118,76,2016-10-24,1679.0
53679,268,2016-10-24,3696.0
3661,19,2016-10-24,2502.0
57096,285,2016-10-24,2314.0
27549,138,2016-10-24,2329.0
79407,396,2016-10-24,1538.0
61317,306,2016-10-24,2204.0
79005,394,2016-10-24,2390.0
646,4,2016-10-24,3980.0
24534,123,2016-10-24,1947.0
30162,151,2016-10-24,3094.0
52674,263,2016-10-24,2698.0
12304,62,2016-10-24,4037.0
4063,21,2016-10-24,2118.0
79206,395,2016-10-24,1357.0
45036,225,2016-10-24,1141.0
75990,379,2016-10-24,1989.0
2455,13,2016-10-24,3373.0
32172,161,2016-10-24,3025.0
14917,75,2016-10-24,2253.0
28956,145,2016-10-24,1349.0
74985,374,2016-10-24,3050.0
40413,202,2016-10-24,1710.0
21117,106,2016-10-24,3790.0
21720,109,2016-10-24,2200.0
36594,183,2016-10-24,1048.0
69156,345,2016-10-24,3138.0
22926,115,2016-10-24,2850.0
48252,241,2016-10-24,1869.0
50865,254,2016-10-24,3987.0
71568,357,2016-10-24,2800.0
68754,343,2016-10-24,2905.0
27750,139,2016-10-24,2448.0
40011,200,2016-10-24,860.0
24333,122,2016-10-24,1996.0
20916,105,2016-10-24,792.0
48453,242,2016-10-24,1777.0
78402,391,2016-10-24,3419.0
17530,88,2016-10-24,1547.0
36192,181,2016-10-24,2164.0
81618,407,2016-10-24,3602.0
38202,191,2016-10-24,1253.0
77397,386,2016-10-24,1292.0
68151,340,2016-10-24,1572.0
37800,189,2016-10-24,1627.0
61719,308,2016-10-24,1949.0
67749,338,2016-10-24,2581.0
57297,286,2016-10-24,2019.0
21519,108,2016-10-24,1515.0
21921,110,2016-10-24,2798.0
77598,387,2016-10-24,3398.0
28152,141,2016-10-24,1751.0
17329,87,2016-10-24,2796.0
28353,142,2016-10-24,1751.0
50664,253,2016-10-24,1116.0
1048,6,2016-10-24,1892.0
16726,84,2016-10-24,1895.0
74583,372,2016-10-24,1934.0
24132,121,2016-10-24,1489.0
60312,301,2016-10-24,1590.0
32373,162,2016-10-24,1786.0
57498,287,2016-10-24,3728.0
70362,351,2016-10-24,3079.0
54684,273,2016-10-24,3639.0
35388,177,2016-10-24,1150.0
65538,327,2016-10-24,2501.0
64533,322,2016-10-24,2499.0
69558,347,2016-10-24,4777.0
35991,180,2016-10-24,3201.0
54081,270,2016-10-24,2377.0
44433,222,2016-10-24,1502.0
68352,341,2016-10-24,1897.0
62322,311,2016-10-24,1809.0
25137,126,2016-10-24,2386.0
9490,48,2016-10-24,4387.0
30564,153,2016-10-24,1014.0
43026,215,2016-10-24,3663.0
73176,365,2016-10-24,760.0
3460,18,2016-10-24,1872.0
13108,66,2016-10-24,2299.0
77799,388,2016-10-24,3613.0
51870,259,2016-10-24,1071.0
64332,321,2016-10-24,2100.0
46242,231,2016-10-24,2935.0
36393,182,2016-10-24,2451.0
43830,219,2016-10-24,2293.0
78000,389,2016-10-24,2872.0
75789,378,2016-10-24,1723.0
74382,371,2016-10-24,1393.0
41016,205,2016-10-24,1565.0
68955,344,2016-10-24,1000.0
17128,86,2016-10-24,1619.0
4666,24,2016-10-24,3560.0
42423,212,2016-10-24,2514.0
25338,127,2016-10-24,1256.0
46644,233,2016-10-24,1639.0
5269,27,2016-10-24,3180.0
9289,47,2016-10-24,1235.0
38604,193,2016-10-24,2904.0
7279,37,2016-10-24,4614.0
63930,319,2016-10-24,859.0
51267,256,2016-10-24,1992.0
5068,26,2016-10-24,2243.0
2656,14,2016-10-24,2026.0
55086,275,2016-10-24,2998.0
49257,246,2016-10-24,1210.0
16123,81,2016-10-24,1280.0
30363,152,2016-10-24,1165.0
69759,348,2016-10-24,3291.0
58101,290,2016-10-24,1882.0
27951,140,2016-10-24,2825.0
47649,238,2016-10-24,2626.0
23931,120,2016-10-24,2637.0
29961,150,2016-10-24,1757.0
80412,401,2016-10-24,2403.0
47046,235,2016-10-24,3324.0
51468,257,2016-10-24,3674.0
13711,69,2016-10-24,2886.0
54483,272,2016-10-24,5418.0
8686,44,2016-10-24,2910.0
42825,214,2016-10-24,1405.0
10897,55,2016-10-24,1536.0
10093,51,2016-10-24,1983.0
1249,7,2016-10-24,1280.0
71769,358,2016-10-24,3494.0
74784,373,2016-10-24,742.0
71166,355,2016-10-24,2763.0
22725,114,2016-10-24,1671.0
43227,216,2016-10-24,2071.0
52875,264,2016-10-24,2307.0
70764,353,2016-10-24,1984.0
60714,303,2016-10-24,1641.0
62121,310,2016-10-24,845.0
33177,166,2016-10-24,1558.0
72774,363,2016-10-24,1184.0
58704,293,2016-10-24,1428.0
22323,112,2016-10-24,3099.0
68553,342,2016-10-24,3087.0
48855,244,2016-10-24,1402.0
16927,85,2016-10-24,2219.0
76794,383,2016-10-24,5081.0
17731,89,2016-10-24,2124.0
35187,176,2016-10-24,1744.0
70161,350,2016-10-24,2021.0
54282,271,2016-10-24,2413.0
2857,15,2016-10-24,2243.0
42222,211,2016-10-24,1250.0
20715,104,2016-10-24,2140.0
58503,292,2016-10-24,7692.0
9088,46,2016-10-24,1668.0
33780,169,2016-10-24,1331.0
60111,300,2016-10-24,1407.0
23730,119,2016-10-24,2355.0
54885,274,2016-10-24,1761.0
31569,158,2016-10-24,1129.0
81417,406,2016-10-24,2098.0
44232,221,2016-10-24,697.0
37599,188,2016-10-24,2129.0
44635,223,2016-10-31,1696.0
23530,118,2016-10-31,2722.0
38203,191,2016-10-31,1088.0
12707,64,2016-10-31,2989.0
58102,290,2016-10-31,1656.0
28555,143,2016-10-31,1340.0
38404,192,2016-10-31,2069.0
55891,279,2016-10-31,1862.0
16928,85,2016-10-31,2427.0
81619,407,2016-10-31,3377.0
22525,113,2016-10-31,2218.0
76192,380,2016-10-31,1819.0
31168,156,2016-10-31,1748.0
47449,237,2016-10-31,592.0
46444,232,2016-10-31,2168.0
56896,284,2016-10-31,2211.0
20917,105,2016-10-31,777.0
54283,271,2016-10-31,2059.0
22123,111,2016-10-31,2676.0
44434,222,2016-10-31,1497.0
7280,37,2016-10-31,4092.0
70363,351,2016-10-31,2393.0
23932,120,2016-10-31,2689.0
18335,92,2016-10-31,4989.0
42424,212,2016-10-31,2366.0
67951,339,2016-10-31,2042.0
72172,360,2016-10-31,3956.0
1049,6,2016-10-31,1731.0
48856,244,2016-10-31,1345.0
8486,43,2016-10-31,2280.0
71368,356,2016-10-31,3803.0
28354,142,2016-10-31,1708.0
31972,160,2016-10-31,1580.0
60514,302,2016-10-31,1627.0
8084,41,2016-10-31,2880.0
64534,322,2016-10-31,1873.0
55690,278,2016-10-31,2395.0
29962,150,2016-10-31,1714.0
647,4,2016-10-31,3466.0
80413,401,2016-10-31,2634.0
56695,283,2016-10-31,3319.0
52072,260,2016-10-31,3993.0
17330,87,2016-10-31,2605.0
66745,333,2016-10-31,3368.0
35590,178,2016-10-31,611.0
75790,378,2016-10-31,1849.0
64936,324,2016-10-31,2514.0
75991,379,2016-10-31,1751.0
58504,292,2016-10-31,6516.0
49057,245,2016-10-31,1994.0
12305,62,2016-10-31,3802.0
80011,399,2016-10-31,2740.0
45238,226,2016-10-31,2159.0
2657,14,2016-10-31,2172.0
44,1,2016-10-31,2606.0
4667,24,2016-10-31,3251.0
26143,131,2016-10-31,2943.0
49459,247,2016-10-31,935.0
54484,272,2016-10-31,5120.0
72976,364,2016-10-31,1819.0
36595,183,2016-10-31,1062.0
14717,74,2016-10-31,2442.0
38806,194,2016-10-31,2419.0
32776,164,2016-10-31,1359.0
60112,300,2016-10-31,1210.0
26344,132,2016-10-31,2147.0
9089,46,2016-10-31,1743.0
9692,49,2016-10-31,3605.0
68956,344,2016-10-31,803.0
2858,15,2016-10-31,2238.0
31570,158,2016-10-31,900.0
49861,249,2016-10-31,1879.0
52876,264,2016-10-31,1865.0
71167,355,2016-10-31,2451.0
74383,371,2016-10-31,1210.0
68554,342,2016-10-31,2686.0
63730,318,2016-10-31,1245.0
48052,240,2016-10-31,2441.0
57097,285,2016-10-31,2038.0
12506,63,2016-10-31,2534.0
56293,281,2016-10-31,1314.0
37198,186,2016-10-31,1279.0
45841,229,2016-10-31,1371.0
54082,270,2016-10-31,1920.0
30163,151,2016-10-31,2971.0
57901,289,2016-10-31,2559.0
23128,116,2016-10-31,1402.0
39409,197,2016-10-31,1425.0
79006,394,2016-10-31,2125.0
72373,361,2016-10-31,2073.0
40816,204,2016-10-31,2062.0
31369,157,2016-10-31,674.0
21922,110,2016-10-31,2364.0
17129,86,2016-10-31,1659.0
36394,182,2016-10-31,2447.0
2255,12,2016-10-31,1819.0
51268,256,2016-10-31,1777.0
5069,26,2016-10-31,2181.0
49258,246,2016-10-31,1232.0
14114,71,2016-10-31,2993.0
20515,103,2016-10-31,4645.0
27952,140,2016-10-31,2685.0
57700,288,2016-10-31,2967.0
10898,55,2016-10-31,1515.0
41017,205,2016-10-31,1410.0
9491,48,2016-10-31,4060.0
76996,384,2016-10-31,1255.0
66544,332,2016-10-31,770.0
64333,321,2016-10-31,1679.0
75187,375,2016-10-31,643.0
10094,51,2016-10-31,2119.0
52273,261,2016-10-31,1547.0
68353,341,2016-10-31,1677.0
5873,30,2016-10-31,2792.0
46243,231,2016-10-31,2562.0
18536,93,2016-10-31,1704.0
73177,365,2016-10-31,671.0
13712,69,2016-10-31,2445.0
53278,266,2016-10-31,1738.0
77800,388,2016-10-31,3354.0
74785,373,2016-10-31,621.0
16325,82,2016-10-31,1713.0
42826,214,2016-10-31,1297.0
69358,346,2016-10-31,2239.0
63127,315,2016-10-31,977.0
25942,130,2016-10-31,2310.0
34384,172,2016-10-31,2340.0
39208,196,2016-10-31,3526.0
7883,40,2016-10-31,1682.0
73981,369,2016-10-31,1146.0
60313,301,2016-10-31,1335.0
30967,155,2016-10-31,1180.0
48454,242,2016-10-31,1461.0
57499,287,2016-10-31,3237.0
20716,104,2016-10-31,1794.0
75589,377,2016-10-31,1645.0
14918,75,2016-10-31,2023.0
11099,56,2016-10-31,2817.0
79207,395,2016-10-31,1152.0
15320,77,2016-10-31,2721.0
29359,147,2016-10-31,1982.0
2456,13,2016-10-31,3022.0
26545,133,2016-10-31,2330.0
37600,188,2016-10-31,1930.0
29560,148,2016-10-31,2098.0
24937,125,2016-10-31,2580.0
22927,115,2016-10-31,2994.0
3863,20,2016-10-31,1315.0
34585,173,2016-10-31,1336.0
27751,139,2016-10-31,2334.0
78202,390,2016-10-31,2528.0
39811,199,2016-10-31,1307.0
8285,42,2016-10-31,4456.0
80815,403,2016-10-31,1273.0
33982,170,2016-10-31,1412.0
28957,145,2016-10-31,1079.0
68152,340,2016-10-31,2257.0
77599,387,2016-10-31,3116.0
81820,408,2016-10-31,1995.0
15119,76,2016-10-31,1802.0
82021,409,2016-10-31,1980.0
56092,280,2016-10-31,5182.0
51067,255,2016-10-31,1634.0
42625,213,2016-10-31,1679.0
15923,80,2016-10-31,3205.0
66343,331,2016-10-31,1644.0
53881,269,2016-10-31,2280.0
9893,50,2016-10-31,2369.0
31771,159,2016-10-31,2015.0
22726,114,2016-10-31,1558.0
2054,11,2016-10-31,2360.0
57298,286,2016-10-31,1915.0
11501,58,2016-10-31,2046.0
51670,258,2016-10-31,1680.0
20113,101,2016-10-31,1617.0
48655,243,2016-10-31,391.0
75388,376,2016-10-31,1090.0
6677,34,2016-10-31,1683.0
25741,129,2016-10-31,1247.0
59911,299,2016-10-31,2379.0
46042,230,2016-10-31,1216.0
59509,297,2016-10-31,2819.0
50062,250,2016-10-31,2704.0
58705,293,2016-10-31,1203.0
34987,175,2016-10-31,1417.0
